ID	SENTENCE_ID	YEAR	TEXT	GENRE	CLAUSE_TYPE	SUBJTOP-V	V-SUBJTOP	XP-V-SUBJTOP
807	1210.THORLAKUR.REL-SAG,.518	1210	THORLAKUR	REL	IP-MAT	0	1	0
808	1210.THORLAKUR.REL-SAG,.519	1210	THORLAKUR	REL	IP-MAT	1	0	0
809	1210.THORLAKUR.REL-SAG,.57	1210	THORLAKUR	REL	IP-MAT	0	0	1
810	1210.THORLAKUR.REL-SAG,.5	1210	THORLAKUR	REL	IP-MAT	0	1	0
811	1210.THORLAKUR.REL-SAG,.67	1210	THORLAKUR	REL	IP-MAT	1	0	0
812	1210.THORLAKUR.REL-SAG,.76	1210	THORLAKUR	REL	IP-MAT	0	1	0
813	1210.THORLAKUR.REL-SAG,.86	1210	THORLAKUR	REL	IP-MAT-SPE	0	1	0
814	1210.THORLAKUR.REL-SAG,.86	1210	THORLAKUR	REL	IP-MAT	1	0	0
815	1210.THORLAKUR.REL-SAG,.8	1210	THORLAKUR	REL	IP-MAT	1	0	0
816	1210.THORLAKUR.REL-SAG,.93	1210	THORLAKUR	REL	IP-MAT	0	1	0
817	1210.THORLAKUR.REL-SAG,.98	1210	THORLAKUR	REL	IP-MAT	0	0	1
818	1210.THORLAKUR.REL-SAG,.9	1210	THORLAKUR	REL	IP-MAT	1	0	0
819	1250.STURLUNGA.NAR-SAG,388.13	1250	STURLUNGA	NAR	IP-MAT	1	0	0
820	1250.STURLUNGA.NAR-SAG,388.17	1250	STURLUNGA	NAR	IP-MAT	1	0	0
821	1250.STURLUNGA.NAR-SAG,388.21	1250	STURLUNGA	NAR	IP-MAT	0	1	0
822	1250.STURLUNGA.NAR-SAG,388.2	1250	STURLUNGA	NAR	IP-MAT	1	0	0
823	1250.STURLUNGA.NAR-SAG,388.3	1250	STURLUNGA	NAR	IP-MAT	0	0	1
824	1250.STURLUNGA.NAR-SAG,389.29	1250	STURLUNGA	NAR	IP-MAT	1	0	0
825	1250.STURLUNGA.NAR-SAG,389.30	1250	STURLUNGA	NAR	IP-MAT	0	0	1
826	1250.STURLUNGA.NAR-SAG,389.31	1250	STURLUNGA	NAR	IP-MAT	1	0	0
827	1250.STURLUNGA.NAR-SAG,389.33	1250	STURLUNGA	NAR	IP-MAT	1	0	0
828	1250.STURLUNGA.NAR-SAG,389.36	1250	STURLUNGA	NAR	IP-MAT	1	0	0
829	1250.STURLUNGA.NAR-SAG,389.37	1250	STURLUNGA	NAR	IP-MAT	1	0	0
830	1250.STURLUNGA.NAR-SAG,389.38	1250	STURLUNGA	NAR	IP-MAT	1	0	0
831	1250.STURLUNGA.NAR-SAG,389.45	1250	STURLUNGA	NAR	IP-MAT	1	0	0
832	1250.STURLUNGA.NAR-SAG,389.54	1250	STURLUNGA	NAR	IP-MAT	1	0	0
833	1250.STURLUNGA.NAR-SAG,389.56	1250	STURLUNGA	NAR	IP-MAT	1	0	0
834	1250.STURLUNGA.NAR-SAG,390.57	1250	STURLUNGA	NAR	IP-MAT	0	0	1
835	1250.STURLUNGA.NAR-SAG,390.60	1250	STURLUNGA	NAR	IP-MAT	1	0	0
836	1250.STURLUNGA.NAR-SAG,390.65	1250	STURLUNGA	NAR	IP-MAT	0	1	0
837	1250.STURLUNGA.NAR-SAG,390.78	1250	STURLUNGA	NAR	IP-MAT	0	1	0
838	1250.STURLUNGA.NAR-SAG,390.81	1250	STURLUNGA	NAR	IP-MAT	0	0	1
839	1250.STURLUNGA.NAR-SAG,391.102	1250	STURLUNGA	NAR	IP-MAT	0	1	0
840	1250.STURLUNGA.NAR-SAG,391.125	1250	STURLUNGA	NAR	IP-MAT	1	0	0
841	1250.STURLUNGA.NAR-SAG,391.130	1250	STURLUNGA	NAR	IP-MAT	1	0	0
842	1250.STURLUNGA.NAR-SAG,391.87	1250	STURLUNGA	NAR	IP-MAT	0	1	0
843	1250.STURLUNGA.NAR-SAG,391.98	1250	STURLUNGA	NAR	IP-MAT	0	1	0
844	1250.STURLUNGA.NAR-SAG,392.140	1250	STURLUNGA	NAR	IP-MAT	0	1	0
845	1250.STURLUNGA.NAR-SAG,392.141	1250	STURLUNGA	NAR	IP-MAT	0	1	0
846	1250.STURLUNGA.NAR-SAG,392.151	1250	STURLUNGA	NAR	IP-MAT	1	0	0
847	1250.STURLUNGA.NAR-SAG,392.152	1250	STURLUNGA	NAR	IP-MAT	1	0	0
848	1250.STURLUNGA.NAR-SAG,392.153	1250	STURLUNGA	NAR	IP-MAT	1	0	0
849	1250.STURLUNGA.NAR-SAG,392.154	1250	STURLUNGA	NAR	IP-MAT	1	0	0
850	1250.STURLUNGA.NAR-SAG,392.158	1250	STURLUNGA	NAR	IP-MAT	0	1	0
851	1250.STURLUNGA.NAR-SAG,392.160	1250	STURLUNGA	NAR	IP-MAT	0	0	1
852	1250.STURLUNGA.NAR-SAG,393.173	1250	STURLUNGA	NAR	IP-MAT	0	0	1
853	1250.STURLUNGA.NAR-SAG,393.176	1250	STURLUNGA	NAR	IP-MAT	1	0	0
854	1250.STURLUNGA.NAR-SAG,393.178	1250	STURLUNGA	NAR	IP-MAT	1	0	0
855	1250.STURLUNGA.NAR-SAG,393.179	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
856	1250.STURLUNGA.NAR-SAG,393.180	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
857	1250.STURLUNGA.NAR-SAG,393.182	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
858	1250.STURLUNGA.NAR-SAG,393.189	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
859	1250.STURLUNGA.NAR-SAG,393.192	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
860	1250.STURLUNGA.NAR-SAG,393.194	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
861	1250.STURLUNGA.NAR-SAG,393.196	1250	STURLUNGA	NAR	IP-MAT	0	0	1
862	1250.STURLUNGA.NAR-SAG,393.197	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
863	1250.STURLUNGA.NAR-SAG,393.199	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
864	1250.STURLUNGA.NAR-SAG,393.200	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
865	1250.STURLUNGA.NAR-SAG,393.201	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
866	1250.STURLUNGA.NAR-SAG,393.203	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
867	1250.STURLUNGA.NAR-SAG,393.205	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
868	1250.STURLUNGA.NAR-SAG,394.206	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
869	1250.STURLUNGA.NAR-SAG,394.208	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
870	1250.STURLUNGA.NAR-SAG,394.210	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
871	1250.STURLUNGA.NAR-SAG,394.211	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
872	1250.STURLUNGA.NAR-SAG,394.212	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
873	1250.STURLUNGA.NAR-SAG,394.213	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
874	1250.STURLUNGA.NAR-SAG,394.217	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
875	1250.STURLUNGA.NAR-SAG,394.218	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
876	1250.STURLUNGA.NAR-SAG,394.220	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
877	1250.STURLUNGA.NAR-SAG,394.224	1250	STURLUNGA	NAR	IP-MAT	0	0	1
878	1250.STURLUNGA.NAR-SAG,394.225	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
879	1250.STURLUNGA.NAR-SAG,394.234	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
880	1250.STURLUNGA.NAR-SAG,395.244	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
881	1250.STURLUNGA.NAR-SAG,395.247	1250	STURLUNGA	NAR	IP-MAT	1	0	0
882	1250.STURLUNGA.NAR-SAG,395.250	1250	STURLUNGA	NAR	IP-MAT	0	1	0
883	1250.STURLUNGA.NAR-SAG,395.251	1250	STURLUNGA	NAR	IP-MAT	1	0	0
884	1250.STURLUNGA.NAR-SAG,395.259	1250	STURLUNGA	NAR	IP-MAT	1	0	0
885	1250.STURLUNGA.NAR-SAG,395.260	1250	STURLUNGA	NAR	IP-MAT	1	0	0
886	1250.STURLUNGA.NAR-SAG,396.290	1250	STURLUNGA	NAR	IP-MAT	0	1	0
887	1250.STURLUNGA.NAR-SAG,396.292	1250	STURLUNGA	NAR	IP-MAT	0	1	0
888	1250.STURLUNGA.NAR-SAG,396.300	1250	STURLUNGA	NAR	IP-MAT	0	1	0
889	1250.STURLUNGA.NAR-SAG,398.343	1250	STURLUNGA	NAR	IP-MAT	0	1	0
890	1250.STURLUNGA.NAR-SAG,398.349	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
891	1250.STURLUNGA.NAR-SAG,398.350	1250	STURLUNGA	NAR	IP-MAT-SPE	0	1	0
892	1250.STURLUNGA.NAR-SAG,398.352	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
893	1250.STURLUNGA.NAR-SAG,398.353	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
894	1250.STURLUNGA.NAR-SAG,398.354	1250	STURLUNGA	NAR	IP-MAT	0	0	1
895	1250.STURLUNGA.NAR-SAG,398.363	1250	STURLUNGA	NAR	IP-MAT	0	0	1
896	1250.STURLUNGA.NAR-SAG,398.366	1250	STURLUNGA	NAR	IP-MAT	0	1	0
897	1250.STURLUNGA.NAR-SAG,399.377	1250	STURLUNGA	NAR	IP-MAT	0	1	0
898	1250.STURLUNGA.NAR-SAG,399.381	1250	STURLUNGA	NAR	IP-MAT	1	0	0
899	1250.STURLUNGA.NAR-SAG,399.383	1250	STURLUNGA	NAR	IP-MAT	1	0	0
900	1250.STURLUNGA.NAR-SAG,399.385	1250	STURLUNGA	NAR	IP-MAT	1	0	0
901	1250.STURLUNGA.NAR-SAG,399.386	1250	STURLUNGA	NAR	IP-MAT	1	0	0
902	1250.STURLUNGA.NAR-SAG,399.388	1250	STURLUNGA	NAR	IP-MAT	1	0	0
903	1250.STURLUNGA.NAR-SAG,399.391	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
904	1250.STURLUNGA.NAR-SAG,399.396	1250	STURLUNGA	NAR	IP-MAT	1	0	0
905	1250.STURLUNGA.NAR-SAG,399.407	1250	STURLUNGA	NAR	IP-MAT-SPE	0	1	0
906	1250.STURLUNGA.NAR-SAG,400.410	1250	STURLUNGA	NAR	IP-MAT	0	0	1
907	1250.STURLUNGA.NAR-SAG,400.415	1250	STURLUNGA	NAR	IP-MAT-SPE	0	1	0
908	1250.STURLUNGA.NAR-SAG,400.420	1250	STURLUNGA	NAR	IP-MAT	1	0	0
909	1250.STURLUNGA.NAR-SAG,400.432	1250	STURLUNGA	NAR	IP-MAT	0	1	0
910	1250.STURLUNGA.NAR-SAG,400.440	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
911	1250.STURLUNGA.NAR-SAG,400.446	1250	STURLUNGA	NAR	IP-MAT	1	0	0
912	1250.STURLUNGA.NAR-SAG,401.457	1250	STURLUNGA	NAR	IP-MAT	1	0	0
913	1250.STURLUNGA.NAR-SAG,401.461	1250	STURLUNGA	NAR	IP-MAT	1	0	0
914	1250.STURLUNGA.NAR-SAG,401.463	1250	STURLUNGA	NAR	IP-MAT	0	1	0
915	1250.STURLUNGA.NAR-SAG,401.467	1250	STURLUNGA	NAR	IP-MAT	0	1	0
916	1250.STURLUNGA.NAR-SAG,401.473	1250	STURLUNGA	NAR	IP-MAT	0	1	0
917	1250.STURLUNGA.NAR-SAG,401.487	1250	STURLUNGA	NAR	IP-MAT	1	0	0
918	1250.STURLUNGA.NAR-SAG,401.492	1250	STURLUNGA	NAR	IP-MAT	0	1	0
919	1250.STURLUNGA.NAR-SAG,402.496	1250	STURLUNGA	NAR	IP-MAT	0	0	1
920	1250.STURLUNGA.NAR-SAG,402.500	1250	STURLUNGA	NAR	IP-MAT	0	1	0
921	1250.STURLUNGA.NAR-SAG,402.502	1250	STURLUNGA	NAR	IP-MAT	1	0	0
922	1250.STURLUNGA.NAR-SAG,402.504	1250	STURLUNGA	NAR	IP-MAT	0	1	0
923	1250.STURLUNGA.NAR-SAG,402.506	1250	STURLUNGA	NAR	IP-MAT	1	0	0
924	1250.STURLUNGA.NAR-SAG,402.518	1250	STURLUNGA	NAR	IP-MAT	1	0	0
925	1250.STURLUNGA.NAR-SAG,402.520	1250	STURLUNGA	NAR	IP-MAT	0	0	1
926	1250.STURLUNGA.NAR-SAG,402.521	1250	STURLUNGA	NAR	IP-MAT	0	0	1
927	1250.STURLUNGA.NAR-SAG,402.522	1250	STURLUNGA	NAR	IP-MAT	0	1	0
928	1250.STURLUNGA.NAR-SAG,402.524	1250	STURLUNGA	NAR	IP-MAT	1	0	0
929	1250.STURLUNGA.NAR-SAG,403.532	1250	STURLUNGA	NAR	IP-MAT	0	1	0
930	1250.STURLUNGA.NAR-SAG,403.534	1250	STURLUNGA	NAR	IP-MAT	0	1	0
931	1250.STURLUNGA.NAR-SAG,403.539	1250	STURLUNGA	NAR	IP-MAT	1	0	0
932	1250.STURLUNGA.NAR-SAG,403.541	1250	STURLUNGA	NAR	IP-MAT	0	0	1
933	1250.STURLUNGA.NAR-SAG,403.542	1250	STURLUNGA	NAR	IP-MAT	1	0	0
934	1250.STURLUNGA.NAR-SAG,403.546	1250	STURLUNGA	NAR	IP-MAT	0	1	0
935	1250.STURLUNGA.NAR-SAG,403.549	1250	STURLUNGA	NAR	IP-MAT	1	0	0
936	1250.STURLUNGA.NAR-SAG,403.552	1250	STURLUNGA	NAR	IP-MAT	0	1	0
937	1250.STURLUNGA.NAR-SAG,403.557	1250	STURLUNGA	NAR	IP-MAT	0	0	1
938	1250.STURLUNGA.NAR-SAG,404.559	1250	STURLUNGA	NAR	IP-MAT	0	0	1
939	1250.STURLUNGA.NAR-SAG,404.567	1250	STURLUNGA	NAR	IP-MAT	0	1	0
940	1250.STURLUNGA.NAR-SAG,404.570	1250	STURLUNGA	NAR	IP-MAT	1	0	0
941	1250.STURLUNGA.NAR-SAG,404.573	1250	STURLUNGA	NAR	IP-MAT	0	1	0
942	1250.STURLUNGA.NAR-SAG,404.577	1250	STURLUNGA	NAR	IP-MAT	0	1	0
943	1250.STURLUNGA.NAR-SAG,404.579	1250	STURLUNGA	NAR	IP-MAT	0	0	1
944	1250.STURLUNGA.NAR-SAG,404.581	1250	STURLUNGA	NAR	IP-MAT	1	0	0
945	1250.STURLUNGA.NAR-SAG,404.587	1250	STURLUNGA	NAR	IP-MAT	0	1	0
946	1250.STURLUNGA.NAR-SAG,404.590	1250	STURLUNGA	NAR	IP-MAT	1	0	0
947	1250.STURLUNGA.NAR-SAG,404.591	1250	STURLUNGA	NAR	IP-MAT	0	0	1
948	1250.STURLUNGA.NAR-SAG,404.592	1250	STURLUNGA	NAR	IP-MAT	0	0	1
949	1250.STURLUNGA.NAR-SAG,404.600	1250	STURLUNGA	NAR	IP-MAT	0	0	1
950	1250.STURLUNGA.NAR-SAG,405.606	1250	STURLUNGA	NAR	IP-MAT	1	0	0
951	1250.STURLUNGA.NAR-SAG,405.610	1250	STURLUNGA	NAR	IP-MAT	0	0	1
952	1250.STURLUNGA.NAR-SAG,405.611	1250	STURLUNGA	NAR	IP-MAT	1	0	0
953	1250.STURLUNGA.NAR-SAG,405.614	1250	STURLUNGA	NAR	IP-MAT	0	0	1
954	1250.STURLUNGA.NAR-SAG,405.619	1250	STURLUNGA	NAR	IP-MAT	1	0	0
955	1250.STURLUNGA.NAR-SAG,405.620	1250	STURLUNGA	NAR	IP-MAT	0	0	1
956	1250.STURLUNGA.NAR-SAG,406.636	1250	STURLUNGA	NAR	IP-MAT	0	0	1
957	1250.STURLUNGA.NAR-SAG,406.640	1250	STURLUNGA	NAR	IP-MAT	1	0	0
958	1250.STURLUNGA.NAR-SAG,406.641	1250	STURLUNGA	NAR	IP-MAT	1	0	0
959	1250.STURLUNGA.NAR-SAG,406.642	1250	STURLUNGA	NAR	IP-MAT	1	0	0
960	1250.STURLUNGA.NAR-SAG,406.652	1250	STURLUNGA	NAR	IP-MAT	0	1	0
961	1250.STURLUNGA.NAR-SAG,406.654	1250	STURLUNGA	NAR	IP-MAT	0	1	0
962	1250.STURLUNGA.NAR-SAG,407.661	1250	STURLUNGA	NAR	IP-MAT	0	1	0
963	1250.STURLUNGA.NAR-SAG,407.662	1250	STURLUNGA	NAR	IP-MAT	0	0	1
964	1250.STURLUNGA.NAR-SAG,407.664	1250	STURLUNGA	NAR	IP-MAT	0	1	0
965	1250.STURLUNGA.NAR-SAG,407.678	1250	STURLUNGA	NAR	IP-MAT	1	0	0
966	1250.STURLUNGA.NAR-SAG,407.689	1250	STURLUNGA	NAR	IP-MAT	0	1	0
967	1250.STURLUNGA.NAR-SAG,407.693	1250	STURLUNGA	NAR	IP-MAT	1	0	0
968	1250.STURLUNGA.NAR-SAG,407.694	1250	STURLUNGA	NAR	IP-MAT	1	0	0
969	1250.STURLUNGA.NAR-SAG,407.697	1250	STURLUNGA	NAR	IP-MAT	1	0	0
970	1250.STURLUNGA.NAR-SAG,408.700	1250	STURLUNGA	NAR	IP-MAT	1	0	0
971	1250.STURLUNGA.NAR-SAG,408.702	1250	STURLUNGA	NAR	IP-MAT	1	0	0
972	1250.STURLUNGA.NAR-SAG,408.704	1250	STURLUNGA	NAR	IP-MAT	0	0	1
973	1250.STURLUNGA.NAR-SAG,408.711	1250	STURLUNGA	NAR	IP-MAT	0	1	0
974	1250.STURLUNGA.NAR-SAG,408.714	1250	STURLUNGA	NAR	IP-MAT	1	0	0
975	1250.STURLUNGA.NAR-SAG,408.719	1250	STURLUNGA	NAR	IP-MAT	0	1	0
976	1250.STURLUNGA.NAR-SAG,408.730	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
977	1250.STURLUNGA.NAR-SAG,408.733	1250	STURLUNGA	NAR	IP-MAT	0	0	1
978	1250.STURLUNGA.NAR-SAG,409.735	1250	STURLUNGA	NAR	IP-MAT	0	0	1
979	1250.STURLUNGA.NAR-SAG,409.736	1250	STURLUNGA	NAR	IP-MAT	0	1	0
980	1250.STURLUNGA.NAR-SAG,409.739	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
981	1250.STURLUNGA.NAR-SAG,409.741	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
982	1250.STURLUNGA.NAR-SAG,409.743	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
983	1250.STURLUNGA.NAR-SAG,409.745	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
984	1250.STURLUNGA.NAR-SAG,409.756	1250	STURLUNGA	NAR	IP-MAT	1	0	0
985	1250.STURLUNGA.NAR-SAG,409.758	1250	STURLUNGA	NAR	IP-MAT	0	1	0
986	1250.STURLUNGA.NAR-SAG,409.763	1250	STURLUNGA	NAR	IP-MAT	1	0	0
987	1250.STURLUNGA.NAR-SAG,409.765	1250	STURLUNGA	NAR	IP-MAT	1	0	0
988	1250.STURLUNGA.NAR-SAG,409.766	1250	STURLUNGA	NAR	IP-MAT	1	0	0
989	1250.STURLUNGA.NAR-SAG,410.771	1250	STURLUNGA	NAR	IP-MAT	1	0	0
990	1250.STURLUNGA.NAR-SAG,410.774	1250	STURLUNGA	NAR	IP-MAT	0	1	0
991	1250.STURLUNGA.NAR-SAG,410.777	1250	STURLUNGA	NAR	IP-MAT	0	1	0
992	1250.STURLUNGA.NAR-SAG,410.779	1250	STURLUNGA	NAR	IP-MAT	1	0	0
993	1250.STURLUNGA.NAR-SAG,410.780	1250	STURLUNGA	NAR	IP-MAT	1	0	0
994	1250.STURLUNGA.NAR-SAG,410.782	1250	STURLUNGA	NAR	IP-MAT	1	0	0
995	1250.STURLUNGA.NAR-SAG,410.783	1250	STURLUNGA	NAR	IP-MAT	1	0	0
996	1250.STURLUNGA.NAR-SAG,410.785	1250	STURLUNGA	NAR	IP-MAT	1	0	0
997	1250.STURLUNGA.NAR-SAG,410.789	1250	STURLUNGA	NAR	IP-MAT	1	0	0
998	1250.STURLUNGA.NAR-SAG,411.794	1250	STURLUNGA	NAR	IP-MAT	1	0	0
999	1250.STURLUNGA.NAR-SAG,411.795	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1000	1250.STURLUNGA.NAR-SAG,411.796	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1001	1250.STURLUNGA.NAR-SAG,411.798	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1002	1250.STURLUNGA.NAR-SAG,411.799	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1003	1250.STURLUNGA.NAR-SAG,411.800	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1004	1250.STURLUNGA.NAR-SAG,412.802	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1005	1250.STURLUNGA.NAR-SAG,412.805	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1006	1250.STURLUNGA.NAR-SAG,412.806	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1007	1250.STURLUNGA.NAR-SAG,412.807	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1008	1250.STURLUNGA.NAR-SAG,412.808	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1009	1250.STURLUNGA.NAR-SAG,413.812	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1010	1250.STURLUNGA.NAR-SAG,413.813	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1011	1250.STURLUNGA.NAR-SAG,414.818	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1012	1250.STURLUNGA.NAR-SAG,414.819	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1013	1250.STURLUNGA.NAR-SAG,414.820	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1014	1250.STURLUNGA.NAR-SAG,414.824	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1015	1250.STURLUNGA.NAR-SAG,415.831	1250	STURLUNGA	NAR	IP-MAT	0	1	0
1016	1250.STURLUNGA.NAR-SAG,415.832	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1017	1250.STURLUNGA.NAR-SAG,415.833	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1018	1250.STURLUNGA.NAR-SAG,415.841	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1019	1250.STURLUNGA.NAR-SAG,416.844	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1020	1250.STURLUNGA.NAR-SAG,416.845	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1021	1250.STURLUNGA.NAR-SAG,416.849	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1022	1250.STURLUNGA.NAR-SAG,416.852	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1023	1250.STURLUNGA.NAR-SAG,416.853	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1024	1250.STURLUNGA.NAR-SAG,416.854	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1025	1250.STURLUNGA.NAR-SAG,416.856	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1026	1250.STURLUNGA.NAR-SAG,416.862	1250	STURLUNGA	NAR	IP-MAT-SPE	0	1	0
1027	1250.STURLUNGA.NAR-SAG,416.870	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1028	1250.STURLUNGA.NAR-SAG,416.872	1250	STURLUNGA	NAR	IP-MAT	0	1	0
1029	1250.STURLUNGA.NAR-SAG,416.874	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1030	1250.STURLUNGA.NAR-SAG,416.876	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1031	1250.STURLUNGA.NAR-SAG,417.879	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1032	1250.STURLUNGA.NAR-SAG,417.886	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1033	1250.STURLUNGA.NAR-SAG,417.891	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1034	1250.STURLUNGA.NAR-SAG,417.894	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1035	1250.STURLUNGA.NAR-SAG,417.898	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1036	1250.STURLUNGA.NAR-SAG,417.899	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1037	1250.STURLUNGA.NAR-SAG,417.904	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1038	1250.STURLUNGA.NAR-SAG,417.911	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1039	1250.STURLUNGA.NAR-SAG,417.919	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1040	1250.STURLUNGA.NAR-SAG,417.921	1250	STURLUNGA	NAR	IP-MAT-SPE	0	1	0
1041	1250.STURLUNGA.NAR-SAG,418.926	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1042	1250.STURLUNGA.NAR-SAG,418.937	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1043	1250.STURLUNGA.NAR-SAG,418.946	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1044	1250.STURLUNGA.NAR-SAG,418.948	1250	STURLUNGA	NAR	IP-MAT-SPE	0	0	1
1045	1250.STURLUNGA.NAR-SAG,418.950	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1046	1250.STURLUNGA.NAR-SAG,418.953	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1047	1250.STURLUNGA.NAR-SAG,419.1002	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1048	1250.STURLUNGA.NAR-SAG,419.1003	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1049	1250.STURLUNGA.NAR-SAG,419.960	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1050	1250.STURLUNGA.NAR-SAG,419.965	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1051	1250.STURLUNGA.NAR-SAG,419.974	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1052	1250.STURLUNGA.NAR-SAG,419.989	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1053	1250.STURLUNGA.NAR-SAG,419.991	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1054	1250.STURLUNGA.NAR-SAG,419.996	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1055	1250.STURLUNGA.NAR-SAG,420.1017	1250	STURLUNGA	NAR	IP-MAT-SPE	1	0	0
1056	1250.STURLUNGA.NAR-SAG,420.1025	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1057	1250.STURLUNGA.NAR-SAG,420.1029	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1058	1250.STURLUNGA.NAR-SAG,420.1033	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1059	1250.STURLUNGA.NAR-SAG,420.1035	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1060	1250.STURLUNGA.NAR-SAG,420.1038	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1061	1250.STURLUNGA.NAR-SAG,420.1039	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1062	1250.STURLUNGA.NAR-SAG,420.1041	1250	STURLUNGA	NAR	IP-MAT	0	0	1
1063	1250.STURLUNGA.NAR-SAG,420.1052	1250	STURLUNGA	NAR	IP-MAT	1	0	0
1064	1250.STURLUNGA.NAR-SAG,421.1056	1250	STURLUNGA	NAR	IP-MAT	1	0	0
