ID	SENTENCE_ID	YEAR	TEXT	GENRE	CLAUSE_TYPE	SUBJTOP-V	V-SUBJTOP	XP-V-SUBJTOP
7777	1593.EINTAL.REL-OTH,.407	1593	EINTAL	REL	IP-MAT	0	0	1
7778	1593.EINTAL.REL-OTH,.415	1593	EINTAL	REL	IP-MAT	1	0	0
7779	1593.EINTAL.REL-OTH,.416	1593	EINTAL	REL	IP-MAT	1	0	0
7780	1593.EINTAL.REL-OTH,.417	1593	EINTAL	REL	IP-MAT	1	0	0
7781	1593.EINTAL.REL-OTH,.41	1593	EINTAL	REL	IP-MAT	0	0	1
7782	1593.EINTAL.REL-OTH,.423	1593	EINTAL	REL	IP-MAT	1	0	0
7783	1593.EINTAL.REL-OTH,.426	1593	EINTAL	REL	IP-MAT	0	0	1
7784	1593.EINTAL.REL-OTH,.42	1593	EINTAL	REL	IP-MAT	1	0	0
7785	1593.EINTAL.REL-OTH,.430	1593	EINTAL	REL	IP-MAT	1	0	0
7786	1593.EINTAL.REL-OTH,.431	1593	EINTAL	REL	IP-MAT	0	0	1
7787	1593.EINTAL.REL-OTH,.437	1593	EINTAL	REL	IP-MAT	1	0	0
7788	1593.EINTAL.REL-OTH,.442	1593	EINTAL	REL	IP-MAT	1	0	0
7789	1593.EINTAL.REL-OTH,.444	1593	EINTAL	REL	IP-MAT	1	0	0
7790	1593.EINTAL.REL-OTH,.445	1593	EINTAL	REL	IP-MAT	1	0	0
7791	1593.EINTAL.REL-OTH,.447	1593	EINTAL	REL	IP-MAT	1	0	0
7792	1593.EINTAL.REL-OTH,.449	1593	EINTAL	REL	IP-MAT	1	0	0
7793	1593.EINTAL.REL-OTH,.450	1593	EINTAL	REL	IP-MAT	0	0	1
7794	1593.EINTAL.REL-OTH,.451	1593	EINTAL	REL	IP-MAT	1	0	0
7795	1593.EINTAL.REL-OTH,.452	1593	EINTAL	REL	IP-MAT	0	0	1
7796	1593.EINTAL.REL-OTH,.453	1593	EINTAL	REL	IP-MAT	1	0	0
7797	1593.EINTAL.REL-OTH,.456	1593	EINTAL	REL	IP-MAT	1	0	0
7798	1593.EINTAL.REL-OTH,.469	1593	EINTAL	REL	IP-MAT	1	0	0
7799	1593.EINTAL.REL-OTH,.477	1593	EINTAL	REL	IP-MAT	0	0	1
7800	1593.EINTAL.REL-OTH,.482	1593	EINTAL	REL	IP-MAT	1	0	0
7801	1593.EINTAL.REL-OTH,.483	1593	EINTAL	REL	IP-MAT	0	0	1
7802	1593.EINTAL.REL-OTH,.487	1593	EINTAL	REL	IP-MAT	1	0	0
7803	1593.EINTAL.REL-OTH,.488	1593	EINTAL	REL	IP-MAT	0	0	1
7804	1593.EINTAL.REL-OTH,.490	1593	EINTAL	REL	IP-MAT	0	0	1
7805	1593.EINTAL.REL-OTH,.505	1593	EINTAL	REL	IP-MAT	1	0	0
7806	1593.EINTAL.REL-OTH,.518	1593	EINTAL	REL	IP-MAT	0	0	1
7807	1593.EINTAL.REL-OTH,.525	1593	EINTAL	REL	IP-MAT	0	0	1
7808	1593.EINTAL.REL-OTH,.528	1593	EINTAL	REL	IP-MAT	0	0	1
7809	1593.EINTAL.REL-OTH,.531	1593	EINTAL	REL	IP-MAT	1	0	0
7810	1593.EINTAL.REL-OTH,.532	1593	EINTAL	REL	IP-MAT	1	0	0
7811	1593.EINTAL.REL-OTH,.547	1593	EINTAL	REL	IP-MAT	0	0	1
7812	1593.EINTAL.REL-OTH,.55	1593	EINTAL	REL	IP-MAT	0	0	1
7813	1593.EINTAL.REL-OTH,.567	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7814	1593.EINTAL.REL-OTH,.569	1593	EINTAL	REL	IP-MAT	0	0	1
7815	1593.EINTAL.REL-OTH,.56	1593	EINTAL	REL	IP-MAT	0	0	1
7816	1593.EINTAL.REL-OTH,.573	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7817	1593.EINTAL.REL-OTH,.580	1593	EINTAL	REL	IP-MAT	1	0	0
7818	1593.EINTAL.REL-OTH,.586	1593	EINTAL	REL	IP-MAT	0	0	1
7819	1593.EINTAL.REL-OTH,.589	1593	EINTAL	REL	IP-MAT	1	0	0
7820	1593.EINTAL.REL-OTH,.606	1593	EINTAL	REL	IP-MAT	1	0	0
7821	1593.EINTAL.REL-OTH,.613	1593	EINTAL	REL	IP-MAT	1	0	0
7822	1593.EINTAL.REL-OTH,.614	1593	EINTAL	REL	IP-MAT	0	0	1
7823	1593.EINTAL.REL-OTH,.616	1593	EINTAL	REL	IP-MAT	1	0	0
7824	1593.EINTAL.REL-OTH,.620	1593	EINTAL	REL	IP-MAT	0	0	1
7825	1593.EINTAL.REL-OTH,.638	1593	EINTAL	REL	IP-MAT	1	0	0
7826	1593.EINTAL.REL-OTH,.64	1593	EINTAL	REL	IP-MAT	1	0	0
7827	1593.EINTAL.REL-OTH,.663	1593	EINTAL	REL	IP-MAT	1	0	0
7828	1593.EINTAL.REL-OTH,.668	1593	EINTAL	REL	IP-MAT	1	0	0
7829	1593.EINTAL.REL-OTH,.669	1593	EINTAL	REL	IP-MAT	1	0	0
7830	1593.EINTAL.REL-OTH,.670	1593	EINTAL	REL	IP-MAT	1	0	0
7831	1593.EINTAL.REL-OTH,.671	1593	EINTAL	REL	IP-MAT	1	0	0
7832	1593.EINTAL.REL-OTH,.673	1593	EINTAL	REL	IP-MAT	1	0	0
7833	1593.EINTAL.REL-OTH,.681	1593	EINTAL	REL	IP-MAT	1	0	0
7834	1593.EINTAL.REL-OTH,.696	1593	EINTAL	REL	IP-MAT	0	0	1
7835	1593.EINTAL.REL-OTH,.6	1593	EINTAL	REL	IP-MAT	0	0	1
7836	1593.EINTAL.REL-OTH,.700	1593	EINTAL	REL	IP-MAT	0	0	1
7837	1593.EINTAL.REL-OTH,.703	1593	EINTAL	REL	IP-MAT	0	0	1
7838	1593.EINTAL.REL-OTH,.706	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7839	1593.EINTAL.REL-OTH,.708	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7840	1593.EINTAL.REL-OTH,.70	1593	EINTAL	REL	IP-MAT	0	0	1
7841	1593.EINTAL.REL-OTH,.712	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7842	1593.EINTAL.REL-OTH,.715	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7843	1593.EINTAL.REL-OTH,.715	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7844	1593.EINTAL.REL-OTH,.719	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7845	1593.EINTAL.REL-OTH,.720	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7846	1593.EINTAL.REL-OTH,.722	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7847	1593.EINTAL.REL-OTH,.723	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7848	1593.EINTAL.REL-OTH,.725	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7849	1593.EINTAL.REL-OTH,.726	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7850	1593.EINTAL.REL-OTH,.728	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7851	1593.EINTAL.REL-OTH,.729	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7852	1593.EINTAL.REL-OTH,.743	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7853	1593.EINTAL.REL-OTH,.745	1593	EINTAL	REL	IP-MAT	1	0	0
7854	1593.EINTAL.REL-OTH,.751	1593	EINTAL	REL	IP-MAT	1	0	0
7855	1593.EINTAL.REL-OTH,.757	1593	EINTAL	REL	IP-MAT	1	0	0
7856	1593.EINTAL.REL-OTH,.768	1593	EINTAL	REL	IP-MAT	1	0	0
7857	1593.EINTAL.REL-OTH,.770	1593	EINTAL	REL	IP-MAT	1	0	0
7858	1593.EINTAL.REL-OTH,.780	1593	EINTAL	REL	IP-MAT	1	0	0
7859	1593.EINTAL.REL-OTH,.783	1593	EINTAL	REL	IP-MAT	0	0	1
7860	1593.EINTAL.REL-OTH,.788	1593	EINTAL	REL	IP-MAT	1	0	0
7861	1593.EINTAL.REL-OTH,.795	1593	EINTAL	REL	IP-MAT	1	0	0
7862	1593.EINTAL.REL-OTH,.798	1593	EINTAL	REL	IP-MAT	1	0	0
7863	1593.EINTAL.REL-OTH,.809	1593	EINTAL	REL	IP-MAT	1	0	0
7864	1593.EINTAL.REL-OTH,.811	1593	EINTAL	REL	IP-MAT	1	0	0
7865	1593.EINTAL.REL-OTH,.812	1593	EINTAL	REL	IP-MAT	1	0	0
7866	1593.EINTAL.REL-OTH,.818	1593	EINTAL	REL	IP-MAT	0	0	1
7867	1593.EINTAL.REL-OTH,.828	1593	EINTAL	REL	IP-MAT	1	0	0
7868	1593.EINTAL.REL-OTH,.830	1593	EINTAL	REL	IP-MAT	1	0	0
7869	1593.EINTAL.REL-OTH,.833	1593	EINTAL	REL	IP-MAT	0	0	1
7870	1593.EINTAL.REL-OTH,.839	1593	EINTAL	REL	IP-MAT	1	0	0
7871	1593.EINTAL.REL-OTH,.849	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7872	1593.EINTAL.REL-OTH,.85	1593	EINTAL	REL	IP-MAT	0	0	1
7873	1593.EINTAL.REL-OTH,.862	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7874	1593.EINTAL.REL-OTH,.862	1593	EINTAL	REL	IP-MAT	1	0	0
7875	1593.EINTAL.REL-OTH,.881	1593	EINTAL	REL	IP-MAT	1	0	0
7876	1593.EINTAL.REL-OTH,.891	1593	EINTAL	REL	IP-MAT	1	0	0
7877	1593.EINTAL.REL-OTH,.894	1593	EINTAL	REL	IP-MAT	0	0	1
7878	1593.EINTAL.REL-OTH,.898	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7879	1593.EINTAL.REL-OTH,.901	1593	EINTAL	REL	IP-MAT	1	0	0
7880	1593.EINTAL.REL-OTH,.904	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7881	1593.EINTAL.REL-OTH,.911	1593	EINTAL	REL	IP-MAT	0	0	1
7882	1593.EINTAL.REL-OTH,.913	1593	EINTAL	REL	IP-MAT	1	0	0
7883	1593.EINTAL.REL-OTH,.916	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7884	1593.EINTAL.REL-OTH,.916	1593	EINTAL	REL	IP-MAT	1	0	0
7885	1593.EINTAL.REL-OTH,.91	1593	EINTAL	REL	IP-MAT	1	0	0
7886	1593.EINTAL.REL-OTH,.925	1593	EINTAL	REL	IP-MAT	1	0	0
7887	1593.EINTAL.REL-OTH,.927	1593	EINTAL	REL	IP-MAT	0	0	1
7888	1593.EINTAL.REL-OTH,.929	1593	EINTAL	REL	IP-MAT	1	0	0
7889	1593.EINTAL.REL-OTH,.92	1593	EINTAL	REL	IP-MAT	1	0	0
7890	1593.EINTAL.REL-OTH,.934	1593	EINTAL	REL	IP-MAT	1	0	0
7891	1593.EINTAL.REL-OTH,.93	1593	EINTAL	REL	IP-MAT	1	0	0
7892	1593.EINTAL.REL-OTH,.94	1593	EINTAL	REL	IP-MAT	1	0	0
7893	1593.EINTAL.REL-OTH,.951	1593	EINTAL	REL	IP-MAT	1	0	0
7894	1593.EINTAL.REL-OTH,.966	1593	EINTAL	REL	IP-MAT-SPE	0	0	1
7895	1593.EINTAL.REL-OTH,.966	1593	EINTAL	REL	IP-MAT	0	0	1
7896	1593.EINTAL.REL-OTH,.971	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7897	1593.EINTAL.REL-OTH,.971	1593	EINTAL	REL	IP-MAT	1	0	0
7898	1593.EINTAL.REL-OTH,.980	1593	EINTAL	REL	IP-MAT-SPE	1	0	0
7899	1593.EINTAL.REL-OTH,.983	1593	EINTAL	REL	IP-MAT	1	0	0
7900	1593.EINTAL.REL-OTH,.985	1593	EINTAL	REL	IP-MAT	0	0	1
7901	1593.EINTAL.REL-OTH,.986	1593	EINTAL	REL	IP-MAT	1	0	0
7902	1593.EINTAL.REL-OTH,.988	1593	EINTAL	REL	IP-MAT	1	0	0
7903	1593.EINTAL.REL-OTH,.990	1593	EINTAL	REL	IP-MAT	1	0	0
7904	1593.EINTAL.REL-OTH,.991	1593	EINTAL	REL	IP-MAT	1	0	0
7905	1611.OKUR.REL-OTH,.13	1611	OKUR	REL	IP-MAT	1	0	0
7906	1611.OKUR.REL-OTH,.14	1611	OKUR	REL	IP-MAT	1	0	0
7907	1611.OKUR.REL-OTH,.17	1611	OKUR	REL	IP-MAT	0	0	1
7908	1611.OKUR.REL-OTH,.4	1611	OKUR	REL	IP-MAT	0	0	1
7909	1611.OKUR.REL-OTH,.5	1611	OKUR	REL	IP-MAT	1	0	0
7910	1611.OKUR.REL-OTH,.6	1611	OKUR	REL	IP-MAT	1	0	0
7911	1611.OKUR.REL-OTH,.7	1611	OKUR	REL	IP-MAT	0	0	1
7912	1611.OKUR.REL-OTH,10.78	1611	OKUR	REL	IP-MAT	1	0	0
7913	1611.OKUR.REL-OTH,11.105	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7914	1611.OKUR.REL-OTH,11.90	1611	OKUR	REL	IP-MAT	1	0	0
7915	1611.OKUR.REL-OTH,11.92	1611	OKUR	REL	IP-MAT	1	0	0
7916	1611.OKUR.REL-OTH,11.99	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7917	1611.OKUR.REL-OTH,12.108	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7918	1611.OKUR.REL-OTH,12.112	1611	OKUR	REL	IP-MAT	1	0	0
7919	1611.OKUR.REL-OTH,12.113	1611	OKUR	REL	IP-MAT	1	0	0
7920	1611.OKUR.REL-OTH,12.117	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7921	1611.OKUR.REL-OTH,14.133	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7922	1611.OKUR.REL-OTH,15.140	1611	OKUR	REL	IP-MAT	1	0	0
7923	1611.OKUR.REL-OTH,17.155	1611	OKUR	REL	IP-MAT	0	0	1
7924	1611.OKUR.REL-OTH,18.160	1611	OKUR	REL	IP-MAT	0	0	1
7925	1611.OKUR.REL-OTH,18.164	1611	OKUR	REL	IP-MAT	0	0	1
7926	1611.OKUR.REL-OTH,18.168	1611	OKUR	REL	IP-MAT	1	0	0
7927	1611.OKUR.REL-OTH,19.171	1611	OKUR	REL	IP-MAT	1	0	0
7928	1611.OKUR.REL-OTH,19.179	1611	OKUR	REL	IP-MAT	0	0	1
7929	1611.OKUR.REL-OTH,20.188	1611	OKUR	REL	IP-MAT	1	0	0
7930	1611.OKUR.REL-OTH,20.190	1611	OKUR	REL	IP-MAT	0	0	1
7931	1611.OKUR.REL-OTH,20.192	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7932	1611.OKUR.REL-OTH,22.216	1611	OKUR	REL	IP-MAT	1	0	0
7933	1611.OKUR.REL-OTH,22.218	1611	OKUR	REL	IP-MAT	0	0	1
7934	1611.OKUR.REL-OTH,23.222	1611	OKUR	REL	IP-MAT	1	0	0
7935	1611.OKUR.REL-OTH,23.226	1611	OKUR	REL	IP-MAT	1	0	0
7936	1611.OKUR.REL-OTH,23.227	1611	OKUR	REL	IP-MAT	1	0	0
7937	1611.OKUR.REL-OTH,23.228	1611	OKUR	REL	IP-MAT	1	0	0
7938	1611.OKUR.REL-OTH,23.229	1611	OKUR	REL	IP-MAT	0	0	1
7939	1611.OKUR.REL-OTH,23.234	1611	OKUR	REL	IP-MAT	1	0	0
7940	1611.OKUR.REL-OTH,25.252	1611	OKUR	REL	IP-MAT	1	0	0
7941	1611.OKUR.REL-OTH,25.254	1611	OKUR	REL	IP-MAT	1	0	0
7942	1611.OKUR.REL-OTH,25.256	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7943	1611.OKUR.REL-OTH,25.257	1611	OKUR	REL	IP-MAT	1	0	0
7944	1611.OKUR.REL-OTH,26.275	1611	OKUR	REL	IP-MAT	0	0	1
7945	1611.OKUR.REL-OTH,26.276	1611	OKUR	REL	IP-MAT	1	0	0
7946	1611.OKUR.REL-OTH,26.278	1611	OKUR	REL	IP-MAT	1	0	0
7947	1611.OKUR.REL-OTH,26.285	1611	OKUR	REL	IP-MAT	1	0	0
7948	1611.OKUR.REL-OTH,26.286	1611	OKUR	REL	IP-MAT	1	0	0
7949	1611.OKUR.REL-OTH,26.289	1611	OKUR	REL	IP-MAT	1	0	0
7950	1611.OKUR.REL-OTH,28.309	1611	OKUR	REL	IP-MAT	1	0	0
7951	1611.OKUR.REL-OTH,28.311	1611	OKUR	REL	IP-MAT	0	0	1
7952	1611.OKUR.REL-OTH,28.312	1611	OKUR	REL	IP-MAT	1	0	0
7953	1611.OKUR.REL-OTH,28.316	1611	OKUR	REL	IP-MAT	1	0	0
7954	1611.OKUR.REL-OTH,28.325	1611	OKUR	REL	IP-MAT	0	0	1
7955	1611.OKUR.REL-OTH,28.326	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7956	1611.OKUR.REL-OTH,28.327	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7957	1611.OKUR.REL-OTH,28.328	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7958	1611.OKUR.REL-OTH,29.330	1611	OKUR	REL	IP-MAT	0	0	1
7959	1611.OKUR.REL-OTH,29.339	1611	OKUR	REL	IP-MAT	1	0	0
7960	1611.OKUR.REL-OTH,29.343	1611	OKUR	REL	IP-MAT	1	0	0
7961	1611.OKUR.REL-OTH,30.376	1611	OKUR	REL	IP-MAT	0	0	1
7962	1611.OKUR.REL-OTH,30.379	1611	OKUR	REL	IP-MAT	1	0	0
7963	1611.OKUR.REL-OTH,30.380	1611	OKUR	REL	IP-MAT	0	0	1
7964	1611.OKUR.REL-OTH,30.383	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7965	1611.OKUR.REL-OTH,30.383	1611	OKUR	REL	IP-MAT	1	0	0
7966	1611.OKUR.REL-OTH,30.384	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7967	1611.OKUR.REL-OTH,30.387	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7968	1611.OKUR.REL-OTH,30.389	1611	OKUR	REL	IP-MAT	0	0	1
7969	1611.OKUR.REL-OTH,31.358	1611	OKUR	REL	IP-MAT	1	0	0
7970	1611.OKUR.REL-OTH,31.360	1611	OKUR	REL	IP-MAT	1	0	0
7971	1611.OKUR.REL-OTH,31.367	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7972	1611.OKUR.REL-OTH,31.396	1611	OKUR	REL	IP-MAT	1	0	0
7973	1611.OKUR.REL-OTH,31.405	1611	OKUR	REL	IP-MAT	0	0	1
7974	1611.OKUR.REL-OTH,32.408	1611	OKUR	REL	IP-MAT	1	0	0
7975	1611.OKUR.REL-OTH,33.417	1611	OKUR	REL	IP-MAT	0	0	1
7976	1611.OKUR.REL-OTH,34.422	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7977	1611.OKUR.REL-OTH,34.424	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7978	1611.OKUR.REL-OTH,34.426	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7979	1611.OKUR.REL-OTH,34.428	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7980	1611.OKUR.REL-OTH,34.430	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7981	1611.OKUR.REL-OTH,34.431	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7982	1611.OKUR.REL-OTH,34.434	1611	OKUR	REL	IP-MAT	1	0	0
7983	1611.OKUR.REL-OTH,34.435	1611	OKUR	REL	IP-MAT	1	0	0
7984	1611.OKUR.REL-OTH,34.437	1611	OKUR	REL	IP-MAT	1	0	0
7985	1611.OKUR.REL-OTH,34.439	1611	OKUR	REL	IP-MAT	0	0	1
7986	1611.OKUR.REL-OTH,35.453	1611	OKUR	REL	IP-MAT	1	0	0
7987	1611.OKUR.REL-OTH,35.454	1611	OKUR	REL	IP-MAT	1	0	0
7988	1611.OKUR.REL-OTH,35.456	1611	OKUR	REL	IP-MAT	0	0	1
7989	1611.OKUR.REL-OTH,35.458	1611	OKUR	REL	IP-MAT	0	0	1
7990	1611.OKUR.REL-OTH,36.467	1611	OKUR	REL	IP-MAT-SPE	0	0	1
7991	1611.OKUR.REL-OTH,36.469	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7992	1611.OKUR.REL-OTH,36.479	1611	OKUR	REL	IP-MAT	1	0	0
7993	1611.OKUR.REL-OTH,36.496	1611	OKUR	REL	IP-MAT	1	0	0
7994	1611.OKUR.REL-OTH,36.500	1611	OKUR	REL	IP-MAT-SPE	1	0	0
7995	1611.OKUR.REL-OTH,38.504	1611	OKUR	REL	IP-MAT	1	0	0
7996	1611.OKUR.REL-OTH,39.508	1611	OKUR	REL	IP-MAT	0	0	1
7997	1611.OKUR.REL-OTH,39.512	1611	OKUR	REL	IP-MAT	1	0	0
7998	1611.OKUR.REL-OTH,4.22	1611	OKUR	REL	IP-MAT	1	0	0
7999	1611.OKUR.REL-OTH,4.23	1611	OKUR	REL	IP-MAT	1	0	0
8000	1611.OKUR.REL-OTH,4.26	1611	OKUR	REL	IP-MAT	1	0	0
8001	1611.OKUR.REL-OTH,4.27	1611	OKUR	REL	IP-MAT	1	0	0
8002	1611.OKUR.REL-OTH,41.526	1611	OKUR	REL	IP-MAT	1	0	0
8003	1611.OKUR.REL-OTH,41.529	1611	OKUR	REL	IP-MAT-SPE	1	0	0
8004	1611.OKUR.REL-OTH,41.537	1611	OKUR	REL	IP-MAT	0	0	1
8005	1611.OKUR.REL-OTH,41.538	1611	OKUR	REL	IP-MAT	1	0	0
8006	1611.OKUR.REL-OTH,42.550	1611	OKUR	REL	IP-MAT-SPE	1	0	0
8007	1611.OKUR.REL-OTH,42.552	1611	OKUR	REL	IP-MAT-SPE	1	0	0
8008	1611.OKUR.REL-OTH,42.553	1611	OKUR	REL	IP-MAT-SPE	0	0	1
8009	1611.OKUR.REL-OTH,42.554	1611	OKUR	REL	IP-MAT	1	0	0
8010	1611.OKUR.REL-OTH,43.564	1611	OKUR	REL	IP-MAT	1	0	0
8011	1611.OKUR.REL-OTH,43.569	1611	OKUR	REL	IP-MAT	1	0	0
8012	1611.OKUR.REL-OTH,43.570	1611	OKUR	REL	IP-MAT	0	0	1
8013	1611.OKUR.REL-OTH,43.571	1611	OKUR	REL	IP-MAT	1	0	0
8014	1611.OKUR.REL-OTH,44.577	1611	OKUR	REL	IP-MAT	0	0	1
8015	1611.OKUR.REL-OTH,46.581	1611	OKUR	REL	IP-MAT	0	0	1
8016	1611.OKUR.REL-OTH,46.586	1611	OKUR	REL	IP-MAT	0	0	1
8017	1611.OKUR.REL-OTH,47.591	1611	OKUR	REL	IP-MAT	0	0	1
8018	1611.OKUR.REL-OTH,48.601	1611	OKUR	REL	IP-MAT	0	0	1
8019	1611.OKUR.REL-OTH,49.604	1611	OKUR	REL	IP-MAT	0	0	1
8020	1611.OKUR.REL-OTH,49.606	1611	OKUR	REL	IP-MAT	1	0	0
8021	1611.OKUR.REL-OTH,49.606	1611	OKUR	REL	IP-MAT	1	0	0
8022	1611.OKUR.REL-OTH,49.607	1611	OKUR	REL	IP-MAT	1	0	0
8023	1611.OKUR.REL-OTH,5.28	1611	OKUR	REL	IP-MAT	1	0	0
8024	1611.OKUR.REL-OTH,5.29	1611	OKUR	REL	IP-MAT	1	0	0
8025	1611.OKUR.REL-OTH,5.31	1611	OKUR	REL	IP-MAT	1	0	0
8026	1611.OKUR.REL-OTH,5.34	1611	OKUR	REL	IP-MAT	1	0	0
8027	1611.OKUR.REL-OTH,5.35	1611	OKUR	REL	IP-MAT	1	0	0
8028	1611.OKUR.REL-OTH,5.36	1611	OKUR	REL	IP-MAT	1	0	0
8029	1611.OKUR.REL-OTH,5.37	1611	OKUR	REL	IP-MAT	1	0	0
8030	1611.OKUR.REL-OTH,50.614	1611	OKUR	REL	IP-MAT	1	0	0
8031	1611.OKUR.REL-OTH,50.615	1611	OKUR	REL	IP-MAT	0	0	1
8032	1611.OKUR.REL-OTH,51.620	1611	OKUR	REL	IP-MAT	0	0	1
8033	1611.OKUR.REL-OTH,51.621	1611	OKUR	REL	IP-MAT	0	0	1
8034	1611.OKUR.REL-OTH,6.46	1611	OKUR	REL	IP-MAT	1	0	0
8035	1611.OKUR.REL-OTH,6.47	1611	OKUR	REL	IP-MAT	0	0	1
8036	1611.OKUR.REL-OTH,7.49	1611	OKUR	REL	IP-MAT	1	0	0
8037	1611.OKUR.REL-OTH,7.51	1611	OKUR	REL	IP-MAT	1	0	0
8038	1611.OKUR.REL-OTH,8.58	1611	OKUR	REL	IP-MAT	1	0	0
8039	1611.OKUR.REL-OTH,9.71	1611	OKUR	REL	IP-MAT	0	0	1
8040	1611.OKUR.REL-OTH,9.74	1611	OKUR	REL	IP-MAT	0	0	1
8041	1611.OKUR.REL-OTH,9.74	1611	OKUR	REL	IP-MAT	1	0	0
8042	1628.OLAFUREGILS.BIO-TRA,.104	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8043	1628.OLAFUREGILS.BIO-TRA,.106	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8044	1628.OLAFUREGILS.BIO-TRA,.113	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8045	1628.OLAFUREGILS.BIO-TRA,.133	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
8046	1628.OLAFUREGILS.BIO-TRA,.152	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8047	1628.OLAFUREGILS.BIO-TRA,.154	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8048	1628.OLAFUREGILS.BIO-TRA,.165	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
8049	1628.OLAFUREGILS.BIO-TRA,.173	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8050	1628.OLAFUREGILS.BIO-TRA,.185	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8051	1628.OLAFUREGILS.BIO-TRA,.187	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8052	1628.OLAFUREGILS.BIO-TRA,.192	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8053	1628.OLAFUREGILS.BIO-TRA,.197	1628	OLAFUREGILS	BIO	IP-MAT-SPE	1	0	0
8054	1628.OLAFUREGILS.BIO-TRA,.205	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
8055	1628.OLAFUREGILS.BIO-TRA,.215	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8056	1628.OLAFUREGILS.BIO-TRA,.216	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8057	1628.OLAFUREGILS.BIO-TRA,.217	1628	OLAFUREGILS	BIO	IP-MAT-SPE	1	0	0
8058	1628.OLAFUREGILS.BIO-TRA,.232	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8059	1628.OLAFUREGILS.BIO-TRA,.256	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
8060	1628.OLAFUREGILS.BIO-TRA,.259	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8061	1628.OLAFUREGILS.BIO-TRA,.265	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8062	1628.OLAFUREGILS.BIO-TRA,.269	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8063	1628.OLAFUREGILS.BIO-TRA,.26	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
8064	1628.OLAFUREGILS.BIO-TRA,.277	1628	OLAFUREGILS	BIO	IP-MAT	0	0	1
8065	1628.OLAFUREGILS.BIO-TRA,.283	1628	OLAFUREGILS	BIO	IP-MAT	1	0	0
